0 giờ 2 phút	lý tuấn kiệt	0-gio-2-phut-ly-tuan-kiet
ở một nơi khác	cao tùng anh	o-mot-noi-khac-cao-tung-anh
ở mướn	cao vũ	o-muon-cao-vu
ở mướn	phi bằng	o-muon-phi-bang
ở nhà một mình	mây trắng	o-nha-mot-minh-may-trang
ở nhà thôi	kiều phạm	o-nha-thoi-kieu-pham
ở nơi cuối đường	andy nguyễn	o-noi-cuoi-duong-andy-nguyen
ơ nơi cuối đường	đinh khải anh	o-noi-cuoi-duong-dinh-khai-anh
ở nơi cuối đường	hoàng minh đăng	o-noi-cuoi-duong-hoang-minh-dang
ở nơi đây	lưu minh tuấn	o-noi-day-luu-minh-tuan
ở nơi đó	trương đan huy	o-noi-do-truong-dan-huy
ở nơi đó em cười	minh tuyết	o-noi-do-em-cuoi-minh-tuyet
ô ô ngày ấy	miu lê	o-o-ngay-ay-miu-le
ố ố ố tình	don hồ hạ vy	o-o-o-tinh-don-ho-ha-vy
ờ phượt đi	nhiều nghệ sĩ	o-phuot-di-van-thien-hanh-thai-binh-mr-white-naijik
ở rễ	hoàng tuấn linh	o-re-hoang-tuan-linh
ở rể	huỳnh tân	o-re-huynh-tan
ô tết kìa (về nhà vui xuân)	trương quốc bảo	o-tet-kia-ve-nha-vui-xuan-truong-quoc-bao
ở thiên đường có thêm một thiên thần	tường quân	o-thien-duong-co-them-mot-thien-than-tuong-quan
ờ trăng	mai thiên vân	o-trang-mai-thien-van
ở trọ	hồ kim thoa	o-tro-ho-kim-thoa
ở trọ	hoài thương	o-tro-hoai-thuong
ở trọ	lô thủy	o-tro-lo-thuy
ở trọ	nhóm f5	o-tro-nhom-f5
ở trọ	quang ngọc	o-tro-quang-ngoc
ở trọ	thái hòa thủy tiên	o-tro-thai-hoa-thuy-tien
ở trọ	thy dung	o-tro-thy-dung
ở trọ	ý lan	o-tro-y-lan
ở trong thành phố (masew mix)	b ray masew	o-trong-thanh-pho-masew-mix-b-ray-masew
ở trường cô dạy em thế	bé khánh minh	o-truong-co-day-em-the-be-khanh-minh
ồ ú ô...anh yêu em	lâm quốc cường	o-u-o-anh-yeu-em-lam-quoc-cuong
ở xa nhau	ron	o-xa-nhau-ron
ở xa nhau (new version)	juliank mystky ron	o-xa-nhau-new-version-ron-juliank-mystky
oai hùng lân sư rồng	trịnh bảo bàng	oai-hung-lan-su-rong-trinh-bao-bang
oải hương	trendy b	oai-huong-trendy-b
oan hồn	nguyên khôi	oan-hon-nguyen-khoi
oan hồn chưa tan	hoàng nghi lâm	oan-hon-chua-tan-hoang-nghi-lam
oẳn tù tì	elvis phương	oan-tu-ti-elvis-phuong
oẳn tù tì (remix)	helen lương gia huy	oan-tu-ti-remix-luong-gia-huy-helen
ốc mượn hồn	lâm phi quỳnh	oc-muon-hon-lam-phi-quynh
october	sg prider ton nguyễn	october-ton-nguyen-sg-prider
offline mãi mãi	t0n uriboo	offline-mai-mai-uriboo-t0n
oh baby	saka trương tuyền	oh-baby-saka-truong-tuyen
oh damn it	đinh huy	oh-damn-it-dinh-huy
oh happy day	đông nhi	oh-happy-day-dong-nhi
oh holy night	thiều bảo trang	oh-holy-night-thieu-bao-trang
oh la la	trần khánh	oh-la-la-tran-khanh
oh la la	vy thúy vân	oh-la-la-vy-thuy-van
oh la la la	hkt - m the five	oh-la-la-la-hkt-m-the-five
oh lala	nhật kim anh	oh-lala-nhat-kim-anh
oh lala hey lala	tô phương trang	oh-lala-hey-lala-to-phuong-trang
oh lala hey lala (new version)	nina trâm	oh-lala-hey-lala-new-version-nina-tram
oh mon amour	trio 666	oh-mon-amour-trio-666
oh my babe (make me ah)	m.i.m project	oh-my-babe-make-me-ah-m-i-m-project
oh my baby	hkt	oh-my-baby-hkt
oh my chuối (hoaprox trap remix)	hoaprox sĩ thanh	oh-my-chuoi-hoaprox-trap-remix-si-thanh-hoaprox
oh my heart (#ôitimtui)	saa	oh-my-heart-oitimtui-saa
oh my love	hkt	oh-my-love-hkt
oh my love	trịnh bảo bàng	oh-my-love-trinh-bao-bang
oh my love (acoustic version)	365daband	oh-my-love-acoustic-version-365daband
oh no	nqp	oh-no-nqp
oh no baby	hoàng thiên minh trị	oh-no-baby-hoang-thien-minh-tri
oh oh baby	blue duy linh	oh-oh-baby-blue-duy-linh
oh oh ngày ấy	phương uyên thanh thảo	oh-oh-ngay-ay-thanh-thao-phuong-uyen
oh oh oh (remix)	phạm hồng phước	oh-oh-oh-remix-pham-hong-phuoc
oh oh tình yêu	tiểu doanh	oh-oh-tinh-yeu-tieu-doanh
oh summer nite	trung hành	oh-summer-nite-trung-hanh
oh this is christmas	hạnh dung mỹ trinh	oh-this-is-christmas-hanh-dung-my-trinh
oh yeah	miko lan trinh	oh-yeah-miko-lan-trinh
oh, never sing to me again	nsnd lê dung	oh-never-sing-to-me-again-nsnd-le-dung
oh! break up	l3e m-kylee	oh-break-up-l3e-m-kylee
oh! my love	nguyễn thắng	oh-my-love-nguyen-thang
oh! oh! ngày ấy	3 con mèo	oh-oh-ngay-ay-3-con-meo
ohlala heylala	nina trâm	ohlala-heylala-nina-tram
ơi bạn tôi ơi	trần phi sơn	oi-ban-toi-oi-tran-phi-son
ơi bé ơi	lâm quang long	oi-be-oi-lam-quang-long
ơi con sông dinh	long nhật	oi-con-song-dinh-long-nhat
ơi con sông ngàn phố	lê ngọc thúy	oi-con-song-ngan-pho-le-ngoc-thuy
ơi con sông tình ca	yên nhiên	oi-con-song-tinh-ca-yen-nhien
ơi cuộc sống mến thương	cẩm vân	oi-cuoc-song-men-thuong-cam-van
ôi đóa hồng	tài linh	oi-doa-hong-tai-linh
ôi đời hư nát	bảo thắng	oi-doi-hu-nat-bao-thang
ôi giấc mơ xưa	mai hoa ((diễn viên))	oi-giac-mo-xua-mai-hoa
ôi giàn thiên lý đã xa	ac m	oi-gian-thien-ly-da-xa-ac-m
ơi lý tình ơi!	thiên sơn	oi-ly-tinh-oi-thien-son
ơi m'đrak m'đrak	eban tú	oi-m-drak-m-drak-eban-tu
ôi ngày xưa yêu dấu	cẩm ly vân quang long	oi-ngay-xua-yeu-dau-van-quang-long-cam-ly
ơi người đẹp	đinh tiến đạt (mr dee)	oi-nguoi-dep-dinh-tien-dat-mr-dee
ơi người em gái	y jalin	oi-nguoi-em-gai-y-jalin
ôi nhiệm mầu	lệ hằng	oi-nhiem-mau-le-hang
ôi quê tôi	trang nhung	oi-que-toi-trang-nhung
ôi quê xưa	nsnd lê dung	oi-que-xua-nsnd-le-dung
ôi thật là buồn	nhật cường	oi-that-la-buon-nhat-cuong
ôi tình yêu	chi dân	oi-tinh-yeu-chi-dan
ôi tình yêu	tú quyên	oi-tinh-yeu-tu-quyen
ôi tình yêu tuyệt vời	sơn ca	oi-tinh-yeu-tuyet-voi-son-ca
ôi trái tim chỉ biết yêu người	bằng kiều	oi-trai-tim-chi-biet-yeu-nguoi-bang-kieu
ôi trái tim chỉ biết yêu người	trương kiều diễm	oi-trai-tim-chi-biet-yeu-nguoi-truong-kieu-diem
ôi trái tim chỉ biết yêu người	việt tú	oi-trai-tim-chi-biet-yeu-nguoi-viet-tu
ôi trời ơi	kiwi ngô mai trang	oi-troi-oi-kiwi-ngo-mai-trang
ôi tuổi thơ	minh quân	oi-tuoi-tho-minh-quan
ôi! ngày xưa yêu dấu	vân quang long	oi-ngay-xua-yeu-dau-van-quang-long
ok chia tay	châu gia kiệt	ok-chia-tay-chau-gia-kiet
ok chia tay	hkt	ok-chia-tay-hkt
ok chia tay	hkt-m	ok-chia-tay-hkt-m
ok chia tay	sg5 band	ok-chia-tay-sg5-band
ok chia tay (sao là sao tập 3)	hamlet trương	ok-chia-tay-sao-la-sao-tap-3-hamlet-truong
ok đi em	đông phương tường	ok-di-em-dong-phuong-tuong
ok em về đi	thiên trường - địa hải	ok-em-ve-di-thien-truong-dia-hai
ok em về đi (remix)	lâm gia thành	ok-em-ve-di-remix-lam-gia-thanh
ok i'm fine	đạt mata	ok-i-m-fine-dat-mata
ok i'm fine	đỗ minh quân	ok-i-m-fine-do-minh-quan
ok mình chia tay	thanh thảo	ok-minh-chia-tay-thanh-thao
ok mình chia tay	thanh thảo đinh tiến đạt (mr dee)	ok-minh-chia-tay-dinh-tien-dat-mr-dee-thanh-thao
ok ta bay	châu chí hùng	ok-ta-bay-chau-chi-hung
ok ta bay	lâm chấn huy	ok-ta-bay-lam-chan-huy
ok! đi đi anh	yến trang	ok-di-di-anh-yen-trang
ôm em	b.o.b band	om-em-b-o-b-band
ôm em	hoàng rapper mi lan	om-em-mi-lan-hoang-rapper
ôm em	trung nguyễn	om-em-trung-nguyen
ôm em - hold me please (dj kujun remix)	mi lan	om-em-hold-me-please-dj-kujun-remix-mi-lan
ôm em (dj nhật đăng - house remix)	mi lan	om-em-dj-nhat-dang-house-remix-mi-lan
ôm giấc mơ em	huỳnh phan trọng quỳnh	om-giac-mo-em-huynh-phan-trong-quynh
ôm hết anh	diệp tiểu băng	om-het-anh-diep-tieu-bang
ôm hết anh	nguyễn khánh hà	om-het-anh-nguyen-khanh-ha
ôm lấy đêm	quốc cường	om-lay-dem-quoc-cuong
ôm một bóng hình	bằng kiều minh tuyết	om-mot-bong-hinh-minh-tuyet-bang-kieu
ôm ngàn nỗi đau	mây trắng	om-ngan-noi-dau-may-trang
ôm ngàn nỗi đau	trung thảo	om-ngan-noi-dau-trung-thao
ôm trọn cô đơn	lê vũ bình	om-tron-co-don-le-vu-binh
ôm trọn nỗi nhớ	rum	om-tron-noi-nho-rum
ôm vé số	nhật cường	om-ve-so-nhat-cuong
ôm xót xa	lâm chu min	om-xot-xa-lam-chu-min
omely	dương bảo hân	omely-duong-bao-han
ơn cha	ngọc mai	on-cha-ngoc-mai
ơn cha nghĩa mẹ	khang lê phương lan	on-cha-nghia-me-phuong-lan-khang-le
ơn cha nghĩa mẹ	nguyễn linh	on-cha-nghia-me-nguyen-linh
ơn đảng	minh trường	on-dang-minh-truong
ơn gọi của ngôi sao	phan đinh tùng	on-goi-cua-ngoi-sao-phan-dinh-tung
ơn gọi của ngôi sao ( instrumental )	phan đinh tùng	on-goi-cua-ngoi-sao-instrumental-phan-dinh-tung
ôn lại kỷ niệm	trịnh gia khánh vĩnh thuyên kim	on-lai-ky-niem-trinh-gia-khanh-vinh-thuyen-kim
ơn mẹ	andy quách	on-me-andy-quach
ơn mẹ	vũ yến ngọc	on-me-vu-yen-ngoc
on my way (micky remix)	vnsound	on-my-way-micky-remix-vnsound
ơn nghĩa giang hồ	lương chí tâm	on-nghia-giang-ho-luong-chi-tam
ơn nghĩa mẹ cha	trường sơn đoàn minh	on-nghia-me-cha-truong-son-doan-minh
ơn nghĩa sinh thành	bé ngọc ngân	on-nghia-sinh-thanh-be-ngoc-ngan
ơn nghĩa sinh thành	bé thanh vân	on-nghia-sinh-thanh-be-thanh-van
ơn nghĩa sinh thành	bùi tuyết mai	on-nghia-sinh-thanh-bui-tuyet-mai
ơn nghĩa sinh thành	đào vũ thanh	on-nghia-sinh-thanh-dao-vu-thanh
ơn nghĩa sinh thành	hà quang	on-nghia-sinh-thanh-ha-quang
ơn nghĩa sinh thành	ngọc mai	on-nghia-sinh-thanh-ngoc-mai
ơn nghĩa sinh thành	nguyễn phi hùng	on-nghia-sinh-thanh-nguyen-phi-hung
ơn nghĩa sinh thành	nsưt thanh ngân	on-nghia-sinh-thanh-nsut-thanh-ngan
ơn nghĩa sinh thành	thạch thảo vũ hoàng	on-nghia-sinh-thanh-vu-hoang-thach-thao
ơn nghĩa sinh thành	tố hà	on-nghia-sinh-thanh-to-ha
ơn nghĩa sinh thành	trường vũ	on-nghia-sinh-thanh-truong-vu
ơn nghĩa sinh thành	vân khánh	on-nghia-sinh-thanh-van-khanh
ơn nghĩa sinh thành ( tân cổ )	mạnh quỳnh	on-nghia-sinh-thanh-tan-co-manh-quynh-xuan-mai
on rainy days	hàn khởi	on-rainy-days-han-khoi
ơn sâu hai tiếng mẹ cha	phùng ngọc huy	on-sau-hai-tieng-me-cha-phung-ngoc-huy
ơn sinh thành	andyshin	on-sinh-thanh-andyshin
ơn sinh thành	thái thanh hiệp	on-sinh-thanh-thai-thanh-hiep
ơn thầy	bé ngọc ngân	on-thay-be-ngoc-ngan
ơn thầy	bùi tuyết mai	on-thay-bui-tuyet-mai
ơn thầy	như hảo	on-thay-nhu-hao
ơn thầy bao la	ngọc trâm ya suy	on-thay-bao-la-ya-suy-ngoc-tram
ơn thầy thầy ơi	bé thiện nhân	on-thay-thay-oi-be-thien-nhan
on the floor	hoàng nghi lâm	on-the-floor-hoang-nghi-lam
on the game	bigdaddy hằng bingboong	on-the-game-hang-bingboong-bigdaddy
on the phone	ngọc thanh hùng	on-the-phone-thanh-hung
on the way	lê vy	on-the-way-le-vy
on top	đông nhi	on-top-dong-nhi
on top (remix)	lip b đông nhi	on-top-remix-lip-b-dong-nhi
on top (zing music space 2016)	đông nhi	on-top-zing-music-space-2016-dong-nhi
once again	jay d lee bi tyna	once-again-lee-bi-jay-d-tyna
once again	trish thùy trang	once-again-trish-thuy-trang
once again (vietnamese version)	huỳnh khang keyri	once-again-vietnamese-version-keyri-huynh-khang
one & one	trish thùy trang	one-one-trish-thuy-trang
one day	cao minh thiên tùng	one-day-cao-minh-thien-tung
one day	wanbi tuấn anh	one-day-wanbi-tuan-anh
one day (giọng hát việt nhí 2013)	bùi chang tuyết lan nguyễn ngọc phương nhi phạm nguyễn linh lan	one-day-giong-hat-viet-nhi-2013-pham-nguyen-linh-lan-bui-chang-tuyet-lan-nguyen-ngoc-phuong-nhi
one last try	hoài anh kiệt linh bunni	one-last-try-hoai-anh-kiet-linh-bunni
one love	lưu quang anh	one-love-luu-quang-anh
one love	rainbow boys	one-love-rainbow-boys
one love hit song	nhiều nghệ sĩ	one-love-hit-song-mr-can-pj-moon-nyny-mama-lil-shine-mr-pan
one man army	dj hoàng anh	one-man-army-dj-hoang-anh
one moment in time	thảo trang	one-moment-in-time-thao-trang
one more night	cm1x kaeri	one-more-night-kaeri-cm1x
one more night (cover)	titikids	one-more-night-cover-titikids
one more time	cm1x nguyên.	one-more-time-cm1x-nguyen
one more time	thủy tiên	one-more-time-thuy-tien
one night only	lê xuân nghi	one-night-only-le-xuan-nghi
one night only	mai khánh linh	one-night-only-mai-khanh-linh
one night stand	jay-m sino p	one-night-stand-sino-p-jay-m
one sided love	phùng khánh linh	one-sided-love-phung-khanh-linh
ông bà anh (cover)	nguyễn ngọc hùng (rapper) ngô viết trung	ong-ba-anh-cover-ngo-viet-trung-nguyen-ngoc-hung-rapper
ông bà anh (live)	lê thiện hiếu	ong-ba-anh-live-le-thien-hieu
ông bà anh (remix cover)	dương triệu vũ	ong-ba-anh-remix-cover-duong-trieu-vu
ông bà anh, tri kỷ (zing music space 2016)	lê thiện hiếu phan mạnh quỳnh	ong-ba-anh-tri-ky-zing-music-space-2016-le-thien-hieu-phan-manh-quynh
ông bụt	đoàn phi	ong-but-doan-phi
ông bụt	hiền thục	ong-but-hien-thuc
ông bụt	tóc tiên đoàn phi	ong-but-toc-tien-doan-phi
ông chủ phì lũ	nhật cường	ong-chu-phi-lu-nhat-cuong
ông có cả đồng quê	bé bảo ngọc	ong-co-ca-dong-que-be-bao-ngoc
ông đồ (remix)	neko đỗ tùng lâm	ong-do-remix-do-tung-lam-neko
ông già bà già	lương gia huy	ong-gia-ba-gia-luong-gia-huy
ông già mù và con chó	quang trí	ong-gia-mu-va-con-cho-quang-tri
ông già noel	bé minh vy	ong-gia-noel-be-minh-vy
ông già noel / santa claus is coming to town	justin nguyễn	ong-gia-noel-santa-claus-is-coming-to-town-justin-nguyen
ông già noel giáng trần	bé louise	ong-gia-noel-giang-tran-be-louise
ông già noel giáng trần	phan anh vũ	ong-gia-noel-giang-tran-phan-anh-vu
ông già noel ơi	bé bảo an	ong-gia-noel-oi-be-bao-an
ông già noel vui	bé gia hân thanh ngọc	ong-gia-noel-vui-thanh-ngoc-be-gia-han
ông già noel vui	trần trác phong	ong-gia-noel-vui-tran-trac-phong
ông giáo già (acoustic)	nhật von	ong-giao-gia-acoustic-nhat-von
ông lão chèo đò	phương quang	ong-lao-cheo-do-phuong-quang
ông lão chèo đò	út trà ôn	ong-lao-cheo-do-ut-tra-on
ông lão đưa đò	trinh tuyết hương	ong-lao-dua-do-trinh-tuyet-huong
ông mặt trời bật lửa	bé bảo an	ong-mat-troi-bat-lua-be-bao-an
ông mù xem voi	tốp ca	ong-mu-xem-voi-top-ca
ông noel dễ thương	bé trang thư	ong-noel-de-thuong-be-trang-thu
ông noel dễ thương	đoan trang	ong-noel-de-thuong-doan-trang-various-artists
ông noel xuống phó	thủy tiên	ong-noel-xuong-pho-thuy-tien
ông nội ơi	tuấn khương	ong-noi-oi-tuan-khuong
ông trăng miệng cười	trịnh nhật minh	ong-trang-mieng-cuoi-trinh-nhat-minh
ông trăng xuống chơi cây cau	bé ngọc nhi	ong-trang-xuong-choi-cay-cau-be-ngoc-nhi
ông trời bật lửa	bé bảo an	ong-troi-bat-lua-be-bao-an
ông trời cô đơn	quái vật tí hon	ong-troi-co-don-quai-vat-ti-hon
ông vua sắc màu	thiên khôi	ong-vua-sac-mau-be-thien-khoi
ông xã em number one	bé dương hoàng anh	ong-xa-em-number-one-be-duong-hoang-anh
ông xã em number one	lâm chấn khang	ong-xa-em-number-one-lam-chan-khang
ông xã em number one	thúy nga ((hài))	ong-xa-em-number-one-thuy-nga
ông xã em số 1	thúy nga ((hài))	ong-xa-em-so-1-thuy-nga
ông xã number one	lâm tuấn anh	ong-xa-number-one-lam-tuan-anh
ông xã tôi number 1	nhật cường	ong-xa-toi-number-1-nhat-cuong
only love	wacky cheng (trịnh khôi vĩ)	only-love-trinh-khoi-vi
only love is real	lâm nhật tiến vina uyển my	only-love-is-real-vina-uyen-my-lam-nhat-tien
only one	soobin hoàng sơn	only-one-soobin-hoang-son
only time will tell	trish thùy trang	only-time-will-tell-trish-thuy-trang
only tonight	nhật nguyễn	only-tonight-nhat-nguyen
only u	huyền nhi trần phong	only-u-huyen-nhi-tran-phong
only u	mây trắng	only-u-may-trang
only u	y phụng	only-u-y-phung
only you	burin sơn ngọc minh đỗ hiếu	only-you-son-ngoc-minh-do-hieu-burin
only you	dess kaishi nguyễn văn trung	only-you-nguyen-van-trung-kaishi-dess
only you	đông ân	only-you-dong-an
only you	kick	only-you-kick
only you (chỉ mình anh)	ngọc liên	only-you-chi-minh-anh-ngoc-lien
only you (ost my lovely girl)	phú luân	only-you-ost-my-lovely-girl-phu-luan
only you (r&b version)	ngọc liên	only-you-r-b-version-ngoc-lien
only you only me	rhy tiar	only-you-only-me-rhy-tiar
ooh la la	đinh hương	ooh-la-la-dinh-huong
open my eyes	adam lâm	open-my-eyes-adam-lam
ophember (tháng 13)	huỳnh anh khang	ophember-thang-13-huynh-anh-khang
oppa hanoi style	super e the question	oppa-hanoi-style-super-e-the-question
optimistic	n’small	optimistic-n-small
order real love	avin lu	order-real-love-avin-lu
osin của em	nguyên chấn phong	osin-cua-em-nguyen-chan-phong
osolemio	nhóm tre việt	osolemio-nhom-tre-viet
osolemio	quang lý	osolemio-quang-ly
out of my dreams	zero9	out-of-my-dreams-zero9
outro	nguyễn đình thanh tâm	outro-nguyen-dinh-thanh-tam
outro	phạm hồng phước	outro-pham-hong-phuoc
outro (nỗi cô đơn màu xanh)	kai đinh	outro-noi-co-don-mau-xanh-kai-dinh
outro trà, bánh và điệu valse (thời thanh xuân sẽ qua)	phạm hồng phước	outro-tra-banh-va-dieu-valse-thoi-thanh-xuan-se-qua-pham-hong-phuoc
outta my head	miko lan trinh	outta-my-head-lan-trinh
over	blacka mtk roy p	over-roy-p-mtk-blacka
over	sg prider	over-sg-prider
over (đã qua)	trang pháp	over-da-qua-trang-phap
over and over again	mr. a mr.t yan tee	over-and-over-again-mr-a-mr-t-yan-tee
over n' over	mr. a	over-n-over-mr-a
over n' over again	joker's rule	over-n-over-again-joker-s-rule
over n’ over (part 3)	mr. a	over-n-over-part-3-mr-a
overnite	cm1x freaky lyhan	overnite-freaky-lyhan-cm1x
overthinking	dr.lov?	overthinking-dr-lov
oxy (hơi thở)	bằng cường nguyễn hoàng duy tonny việt	oxy-hoi-tho-bang-cuong-tonny-viet-nguyen-hoang-duy
oxy 2	bằng cường	oxy-2-bang-cuong
p. s anh yêu em	lương bằng quang	p-s-anh-yeu-em-luong-bang-quang
p.s. i love you	tín taro	p-s-i-love-you-tin-taro
p.s. i love you (new version)	tín taro	p-s-i-love-you-new-version-tin-taro
pa chà mế	lương gia huy	pa-cha-me-luong-gia-huy
papa	ngô huy đồng	papa-ngo-huy-dong
papa (giọng hát việt nhí 2013)	tôn chí long	papa-giong-hat-viet-nhi-2013-ton-chi-long
papa (live hòa âm ánh sáng 2016)	hương tràm	papa-live-hoa-am-anh-sang-2016-huong-tram
papa (remix)	hương tràm	papa-remix-huong-tram
papa người cha yêu dấu	bé quang dũng	papa-nguoi-cha-yeu-dau-be-quang-dung
paper heart	quỳnh anh young h	paper-heart-young-h-quynh-anh
paper lantern night	trish thùy trang	paper-lantern-night-trish-thuy-trang
papi (team đông nhi - đỗ hiếu - dj mike hào)	đông nhi	papi-team-dong-nhi-do-hieu-dj-mike-hao-dong-nhi
paranoid	táo	paranoid-tao
paris có gì lạ không em	anh tài	paris-co-gi-la-khong-em-anh-tai
paroles-paroles (khúc tình gian dối)	thanh lan	paroles-paroles-khuc-tinh-gian-doi-thanh-lan
party	triple d (3d)	party-triple-d-3d
party (live hòa âm ánh sáng 2016)	triple d (3d)	party-live-hoa-am-anh-sang-2016-triple-d-3d
party all night	andree justatee lk	party-all-night-lk-justatee-andree
party all night vol 26	dj soda	party-all-night-vol-26-dj-soda
party girl	lương bích hữu	party-girl-luong-bich-huu
party girl (chinese version)	lương bích hữu	party-girl-chinese-version-luong-bich-huu
party time	trayde	party-time-trayde
party up	big boss lynk lee	party-up-big-boss-lynk-lee
pass by	2kz stillad	pass-by-stillad-2kz
passion again	n’small	passion-again-n-small
passion remains	như loan tóc tiên	passion-remains-toc-tien-nhu-loan
pen pineapple apple pen (hoaprox remix)	hoaprox	pen-pineapple-apple-pen-hoaprox-remix-hoaprox
petit papa noel  ( ông noel dễ thương)	hoàng kim	petit-papa-noel-ong-noel-de-thuong-hoang-kim
petite marie (người yêu bé nhỏ)	quang đại	petite-marie-nguoi-yeu-be-nho-quang-dai
pha	dật hanh	pha-dat-hanh
phà chiều cuối năm	khang lê	pha-chieu-cuoi-nam-khang-le
pha lê	lil shady	pha-le-lil-shady
pha lê buồn	mạnh bin	pha-le-buon-manh-bin
pha lê tình yêu	nguyễn minh anh saka trương tuyền	pha-le-tinh-yeu-saka-truong-tuyen-nguyen-minh-anh
phác họa đời con	diby quân đao	phac-hoa-doi-con-quan-dao-diby
phác thảo mùa thu	hoàng quyên	phac-thao-mua-thu-hoang-quyen
phai	marson b sikboi	phai-marson-b-sikboi
phai	mr siro	phai-mr-siro
phai	riut siêu thịnh	phai-sieu-thinh-riut
phai	vũ cát tường	phai-vu-cat-tuong
phai (remix)	vũ cát tường	phai-remix-vu-cat-tuong
phải chăng	gia hân	phai-chang-gia-han
phải chăng	sunny lương	phai-chang-sunny-luong
phải chăng anh có lỗi	tạ quang huy	phai-chang-anh-co-loi-ta-quang-huy
phải chăng anh đã yêu	châu khải phong	phai-chang-anh-da-yeu-chau-khai-phong
phải chăng anh đã yêu (remix)	châu khải phong	phai-chang-anh-da-yeu-remix-chau-khai-phong
phải chăng anh đang hạnh phúc	helen trần	phai-chang-anh-dang-hanh-phuc-helen-tran
phải chăng anh mất em	đinh kiến phong	phai-chang-anh-mat-em-dinh-kien-phong
phải chăng đó là tình yêu	hoàng hưng	phai-chang-do-la-tinh-yeu-hoang-hung
phải chăng đó là tình yêu (dj chief z remix)	vũ quốc nhật	phai-chang-do-la-tinh-yeu-dj-chief-z-remix-vu-quoc-nhat
phải chăng em đã yêu	minh hằng	phai-chang-em-da-yeu-minh-hang
phải chăng em đang hạnh phúc	quách tuấn du	phai-chang-em-dang-hanh-phuc-quach-tuan-du
phải chăng em đang khóc	nguyên khôi tuấn khanh	phai-chang-em-dang-khoc-nguyen-khoi-tuan-khanh
phải chăng em muốn quay về	hoàng hưng	phai-chang-em-muon-quay-ve-hoang-hung
phải chăng em muốn quay về	tuấn khang	phai-chang-em-muon-quay-ve-tuan-khang
